movie_id,movie_title,date,tickets_sold,revenue,year,month,day_of_week,is_weekend
206,Amazing Guardian,2024-08-23,26,357.60882596053546,2024,8,Friday,False
206,Amazing Guardian,2024-08-24,75,971.9277371138894,2024,8,Saturday,True
206,Amazing Guardian,2024-08-25,58,571.9211476056461,2024,8,Sunday,True
206,Amazing Guardian,2024-08-26,2,26.280204735587787,2024,8,Monday,False
206,Amazing Guardian,2024-08-27,19,162.36540485644537,2024,8,Tuesday,False
206,Amazing Guardian,2024-08-28,13,191.4133938347784,2024,8,Wednesday,False
206,Amazing Guardian,2024-08-29,6,52.25145507199481,2024,8,Thursday,False
206,Amazing Guardian,2024-08-30,14,164.10278303744232,2024,8,Friday,False
206,Amazing Guardian,2024-08-31,18,168.33305043205763,2024,8,Saturday,True
206,Amazing Guardian,2024-09-01,63,613.7044958128199,2024,9,Sunday,True
206,Amazing Guardian,2024-09-02,40,585.3009364760773,2024,9,Monday,False
206,Amazing Guardian,2024-09-03,35,463.5526177044562,2024,9,Tuesday,False
206,Amazing Guardian,2024-09-04,26,343.7917244822054,2024,9,Wednesday,False
206,Amazing Guardian,2024-09-05,49,611.0481348615984,2024,9,Thursday,False
206,Amazing Guardian,2024-09-06,22,279.8718548166973,2024,9,Friday,False
206,Amazing Guardian,2024-09-07,66,835.3419679053771,2024,9,Saturday,True
206,Amazing Guardian,2024-09-08,9,82.5089870909235,2024,9,Sunday,True
206,Amazing Guardian,2024-09-09,11,130.3473409259312,2024,9,Monday,False
206,Amazing Guardian,2024-09-10,32,331.60288300579145,2024,9,Tuesday,False
206,Amazing Guardian,2024-09-11,10,117.37303338863217,2024,9,Wednesday,False
206,Amazing Guardian,2024-09-12,38,421.8412372195446,2024,9,Thursday,False
206,Amazing Guardian,2024-09-13,22,314.98268548051914,2024,9,Friday,False
206,Amazing Guardian,2024-09-14,52,776.8925285849982,2024,9,Saturday,True
206,Amazing Guardian,2024-09-15,30,417.4193431292556,2024,9,Sunday,True
206,Amazing Guardian,2024-09-16,26,347.0815549585956,2024,9,Monday,False
206,Amazing Guardian,2024-09-17,27,372.1432902827039,2024,9,Tuesday,False
206,Amazing Guardian,2024-09-18,20,245.17787183598543,2024,9,Wednesday,False
206,Amazing Guardian,2024-09-19,36,425.497812374755,2024,9,Thursday,False
206,Amazing Guardian,2024-09-20,24,320.6389808985598,2024,9,Friday,False
206,Amazing Guardian,2024-09-21,70,684.5036723196819,2024,9,Saturday,True
206,Amazing Guardian,2024-09-22,42,467.5649379654853,2024,9,Sunday,True
206,Amazing Guardian,2024-09-23,25,200.03423487473148,2024,9,Monday,False
206,Amazing Guardian,2024-09-24,2,29.76139059649967,2024,9,Tuesday,False
206,Amazing Guardian,2024-09-25,38,308.33645114067264,2024,9,Wednesday,False
206,Amazing Guardian,2024-09-26,8,119.6310725350542,2024,9,Thursday,False
206,Amazing Guardian,2024-09-27,19,152.8736542533667,2024,9,Friday,False
206,Amazing Guardian,2024-09-28,21,199.57895348065276,2024,9,Saturday,True
206,Amazing Guardian,2024-09-29,30,244.55728800609592,2024,9,Sunday,True
206,Amazing Guardian,2024-09-30,44,605.2799370959012,2024,9,Monday,False
206,Amazing Guardian,2024-10-01,35,405.26151464357343,2024,10,Tuesday,False
206,Amazing Guardian,2024-10-02,36,521.3324574533565,2024,10,Wednesday,False
206,Amazing Guardian,2024-10-03,9,77.9400890348657,2024,10,Thursday,False
206,Amazing Guardian,2024-10-04,29,304.1981179169546,2024,10,Friday,False
206,Amazing Guardian,2024-10-05,12,118.25900705780803,2024,10,Saturday,True
206,Amazing Guardian,2024-10-06,55,536.1949087657239,2024,10,Sunday,True
206,Amazing Guardian,2024-10-07,16,218.8403145196577,2024,10,Monday,False
206,Amazing Guardian,2024-10-08,5,59.96705058211788,2024,10,Tuesday,False
206,Amazing Guardian,2024-10-09,36,519.3062144428059,2024,10,Wednesday,False
206,Amazing Guardian,2024-10-10,46,392.8589041009018,2024,10,Thursday,False
206,Amazing Guardian,2024-10-11,20,271.0065872039992,2024,10,Friday,False
206,Amazing Guardian,2024-10-12,16,182.68695661782465,2024,10,Saturday,True
206,Amazing Guardian,2024-10-13,66,852.7157274202957,2024,10,Sunday,True
206,Amazing Guardian,2024-10-14,6,72.99971050750236,2024,10,Monday,False
206,Amazing Guardian,2024-10-15,19,156.9704222917183,2024,10,Tuesday,False
206,Amazing Guardian,2024-10-16,36,384.1496198458694,2024,10,Wednesday,False
206,Amazing Guardian,2024-10-17,49,411.18148912639856,2024,10,Thursday,False
206,Amazing Guardian,2024-10-18,49,506.695648054332,2024,10,Friday,False
206,Amazing Guardian,2024-10-19,40,436.6260795330175,2024,10,Saturday,True
206,Amazing Guardian,2024-10-20,10,140.8850559884854,2024,10,Sunday,True
206,Amazing Guardian,2024-10-21,14,185.2725084123936,2024,10,Monday,False
206,Amazing Guardian,2024-10-22,38,551.021742098343,2024,10,Tuesday,False
206,Amazing Guardian,2024-10-23,40,537.6772130803333,2024,10,Wednesday,False
206,Amazing Guardian,2024-10-24,24,201.09349539282624,2024,10,Thursday,False
206,Amazing Guardian,2024-10-25,33,273.51310024978307,2024,10,Friday,False
206,Amazing Guardian,2024-10-26,51,609.6739031553273,2024,10,Saturday,True
206,Amazing Guardian,2024-10-27,30,345.5043381939189,2024,10,Sunday,True
206,Amazing Guardian,2024-10-28,14,127.01335329525874,2024,10,Monday,False
206,Amazing Guardian,2024-10-29,43,564.2051506430474,2024,10,Tuesday,False
206,Amazing Guardian,2024-10-30,25,369.9320428295645,2024,10,Wednesday,False
206,Amazing Guardian,2024-10-31,48,583.9644162750664,2024,10,Thursday,False
206,Amazing Guardian,2024-11-01,32,276.17858137001974,2024,11,Friday,False
206,Amazing Guardian,2024-11-02,40,401.1392481638724,2024,11,Saturday,True
206,Amazing Guardian,2024-11-03,37,334.3352117705119,2024,11,Sunday,True
206,Amazing Guardian,2024-11-04,21,180.13413155787163,2024,11,Monday,False
206,Amazing Guardian,2024-11-05,36,475.8193895848572,2024,11,Tuesday,False
206,Amazing Guardian,2024-11-06,35,377.8018683890008,2024,11,Wednesday,False
206,Amazing Guardian,2024-11-07,5,53.94844630780674,2024,11,Thursday,False
206,Amazing Guardian,2024-11-08,27,362.2529508091325,2024,11,Friday,False
206,Amazing Guardian,2024-11-09,12,160.01076524949923,2024,11,Saturday,True
206,Amazing Guardian,2024-11-10,45,536.1782958537652,2024,11,Sunday,True
206,Amazing Guardian,2024-11-11,31,333.7841803769611,2024,11,Monday,False
206,Amazing Guardian,2024-11-12,36,337.4170236990916,2024,11,Tuesday,False
